year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,latitude,longitude,school_id
"2019","370001100395","Beaver Dam Elementary","NC","Cumberland County Schools","Primary","Regular school","No","34.8945","-78.5808","00395"
"2019","370472003381","Beaverdam Elementary","NC","Wake County Schools","Primary","Regular school","No","35.821127","-78.528315","03381"
"2019","370502001994","Beddingfield High","NC","Wilson County Schools","High","Regular school","No","35.6605","-77.8754","01994"
"2019","370045000139","Bell Elementary","NC","Buncombe County Schools","Primary","Regular school","No","35.5896","-82.4932","00139"
"2019","370345001417","Bell Fork Elementary","NC","Onslow County Schools","Primary","Regular school","No","34.7533","-77.3922","01417"
"2019","370162000665","Belmont Central Elementary","NC","Gaston County Schools","Primary","Regular school","No","35.241","-81.0507","00665"
"2019","370390002115","Belmont Elementary School","NC","Roanoke Rapids City Schools","Primary","Regular school","No","36.4648","-77.6749","02115"
"2019","370162000666","Belmont Middle","NC","Gaston County Schools","Middle","Regular school","No","35.2419","-81.0417","00666"
"2019","370042001771","Belville Elementary","NC","Brunswick County Schools","Primary","Regular school","No","34.221153","-77.984301","01771"
"2019","370001201492","Belvoir Elementary","NC","Pitt County Schools","Primary","Regular school","No","35.6676","-77.4175","01492"
"2019","370331002310","Ben D Quinn Elementary","NC","Craven County Schools","Primary","Regular school","No","35.092","-77.1288","02310"
"2019","370192000798","Ben L. Smith High School","NC","Guilford County Schools","High","Regular school","No","36.0347","-79.8474","00798"
"2019","370201000876","Benhaven Elementary","NC","Harnett County Schools","Primary","Regular school","No","35.335229","-79.082966","00876"
"2019","370001100429","Benjamin J Martin Elementary","NC","Cumberland County Schools","Primary","Regular school","No","35.0931","-79.0099","00429"
"2019","370075000304","Bennett School","NC","Chatham County Schools","Primary","Regular school","No","35.5621","-79.5461","00304"
"2019","370237001009","Benson Elementary","NC","Johnston County Public Schools","Primary","Regular school","No","35.4","-78.5554","01009"
"2019","370237000582","Benson Middle","NC","Johnston County Public Schools","Middle","Regular school","No","35.3898","-78.5317","00582"
"2019","370462001299","Benton Heights Elementary","NC","Union County Public Schools","Primary","Regular school","No","34.9935","-80.5533","01299"
"2019","370327001342","Benvenue Elementary","NC","Nash-Rocky Mount Schools","Primary","Regular school","No","35.9764","-77.8385","01342"
"2019","370297003103","Berewick Elementary","NC","Charlotte-Mecklenburg Schools","Primary","Regular school","No","35.1739","-80.9788","03103"
"2019","370297001195","Berryhill School","NC","Charlotte-Mecklenburg Schools","Primary","Regular school","No","35.2128","-80.9905","01195"
"2019","370036003149","Bertie Early College High","NC","Bertie County Schools","High","Regular school","No","36.0335","-77.0141","03149"
"2019","370036000101","Bertie High","NC","Bertie County Schools","High","Regular school","No","36.0504","-76.9722","00101"
"2019","370036002818","Bertie Middle","NC","Bertie County Schools","Middle","Regular school","No","36.0477","-76.9651","02818"
"2019","370162000667","Bessemer City Central Elem","NC","Gaston County Schools","Primary","Regular school","No","35.3008","-81.2752","00667"
"2019","370162000668","Bessemer City High","NC","Gaston County Schools","High","Regular school","No","35.2972","-81.2814","00668"
"2019","370162000694","Bessemer City Middle","NC","Gaston County Schools","Middle","Regular school","No","35.2726","-81.2998","00694"
"2019","370162000669","Bessemer City Primary","NC","Gaston County Schools","Primary","Regular school","No","35.300523","-81.275771","00669"
"2019","370192000760","Bessemer Elementary","NC","Guilford County Schools","Primary","Regular school","No","36.0896","-79.7378","00760"
"2019","370011002541","Bethany Community  School","NC","Bethany Community Middle","Secondary","Regular school","Yes","36.261745","-79.868758","02541"
"2019","370399001591","Bethany Elementary","NC","Rockingham County Schools","Primary","Regular school","No","36.3131","-79.8598","01591"
"2019","370483001934","Bethel Elementary","NC","Watauga County Schools","Primary","Regular school","No","36.2946","-81.8488","01934"
"2019","370204000579","Bethel Elementary","NC","Haywood County Schools","Primary","Regular school","No","35.4737","-82.8957","00579"
"2019","370053000209","Bethel Elementary","NC","Cabarrus County Schools","Primary","Regular school","No","35.2416","-80.5338","00209"
"2019","370001201493","Bethel Elementary","NC","Pitt County Schools","Primary","Regular school","No","35.80614","-77.370391","01493"
"2019","370010902538","Bethel Hill Charter","NC","Bethel Hill Charter","Primary","Regular school","Yes","36.5044","-78.9189","02538"
"2019","370204000580","Bethel Middle","NC","Haywood County Schools","Middle","Regular school","No","35.4728","-82.8946","00580"
"2019","370126000528","Bethesda Elementary","NC","Durham Public Schools","Primary","Regular school","No","35.9402","-78.8378","00528"
"2019","370009000029","Bethlehem Elementary","NC","Alexander County Schools","Primary","Regular school","No","35.836923","-81.312119","00029"
"2019","370090002707","Bethware Elementary","NC","Cleveland County Schools","Primary","Regular school","No","35.2482","-81.4142","02707"
"2019","370120000493","Beulaville Elementary","NC","Duplin County Schools","Primary","Regular school","No","34.9194","-77.764","00493"
"2019","370053000375","Beverly Hills Elementary","NC","Cabarrus County Schools","Primary","Regular school","No","35.4319","-80.5967","00375"
"2019","370297001196","Beverly Woods Elementary","NC","Charlotte-Mecklenburg Schools","Primary","Regular school","No","35.1314","-80.8368","01196"
"2019","370001101377","Bill Hefner Elementary","NC","Cumberland County Schools","Primary","Regular school","No","35.0685","-79.045","01377"
"2019","370297001201","Billingsville Elementary","NC","Charlotte-Mecklenburg Schools","Primary","Regular school","No","35.1964","-80.8096","01201"
"2019","370045001361","Black Mountain Elementary","NC","Buncombe County Schools","Primary","Regular school","No","35.6222","-82.3141","01361"
"2019","370045000138","Black Mountain Primary","NC","Buncombe County Schools","Primary","Regular school","No","35.6207","-82.318","00138"
"2019","370069000276","Blackburn Elementary","NC","Catawba County Schools","Primary","Regular school","No","35.615","-81.3315","00276"
"2019","370039003477","Bladen Early College","NC","Bladen County Schools","Secondary","Regular school","No","34.645814","-78.731332","03477"
"2019","370039000111","Bladen Lakes Primary","NC","Bladen County Schools","Primary","Regular school","No","34.7113","-78.5953","00111"
"2019","370039002617","Bladenboro Middle","NC","Bladen County Schools","Middle","Regular school","No","34.5303","-78.7974","02617"
"2019","370039002150","Bladenboro Primary","NC","Bladen County Schools","Primary","Regular school","No","34.529978","-78.794627","02150"
"2019","370483001935","Blowing Rock Elementary","NC","Watauga County Schools","Primary","Regular school","No","36.1319","-81.6762","01935"
"2019","370345001418","Blue Creek Elementary","NC","Onslow County Schools","Primary","Regular school","No","34.7522","-77.4777","01418"
"2019","370030003294","Blue Ridge Academy","NC","Avery County Schools","High","Other/alternative school","No","36.067639","-81.916107","03294"
"2019","370234003104","Blue Ridge Early College","NC","Jackson County Public Schools","High","Regular school","No","35.1287","-83.1203","03104"
"2019","370507003497","Blue Ridge Elementary","NC","Yancey County Schools","Primary","Regular school","No","35.913805","-82.372795","03497"
"2019","370021000971","Blue Ridge Elementary","NC","Ashe County Schools","Primary","Regular school","No","36.4612","-81.5322","00971"
"2019","370234001001","Blue Ridge School","NC","Jackson County Public Schools","Primary","Regular school","No","35.1284","-83.1202","01001"
"2019","370192000761","Bluford Elementary","NC","Guilford County Schools","Primary","Regular school","No","36.058","-79.7642","00761"
"2019","370297002397","Blythe Elementary","NC","Charlotte-Mecklenburg Schools","Primary","Regular school","No","35.3764","-80.8353","02397"
"2019","370063002368","Bogue Sound Elementary","NC","Carteret County Public Schools","Primary","Regular school","No","34.7187","-76.9508","02368"
"2019","370090000335","Boiling Springs Elementary","NC","Cleveland County Schools","Primary","Regular school","No","35.2396","-81.6545","00335"
"2019","370042000122","Bolivia Elementary","NC","Brunswick County Schools","Primary","Regular school","No","34.0703","-78.1448","00122"
"2019","370150000588","Bolton Elementary","NC","Winston Salem / Forsyth County Schools","Primary","Regular school","No","36.0742","-80.2911","00588"
"2019","370075000305","Bonlee School","NC","Chatham County Schools","Primary","Regular school","No","35.64417","-79.420701","00305"
"2019","370044903503","Bonnie Cone Classical Academy","NC","Bonnie Cone Classical Academy","Primary","Regular school","Yes","35.414457","-80.84363","03503"
"2019","370495001971","Boomer-Ferguson Elementary School","NC","Wilkes County Schools","Primary","Regular school","No","36.1012","-81.2978","01971"
"2019","370201000877","Boone Trail Elementary","NC","Harnett County Schools","Primary","Regular school","No","35.399962","-78.950675","00877"
"2019","370504002013","Boonville Elementary","NC","Yadkin County Schools","Other","Regular school","No","36.2317","-80.7035","02013"
"2019","370405001610","Bostian Elementary","NC","Rowan-Salisbury Schools","Primary","Regular school","No","35.524","-80.542","01610"
"2019","370300001292","Bowman Middle","NC","Mitchell County Schools","Middle","Regular school","No","36.013","-82.1522","01292"
"2019","370035603329","Bradford Preparatory School","NC","Bradford Preparatory School","Other","Regular school","Yes","35.34506","-80.719291","03329"
"2019","370333001367","Bradley Creek Elementary","NC","New Hanover County Schools","Primary","Regular school","No","34.1979","-77.8452","01367"
"2019","370256001584","Bragg Street Academy","NC","Lee County Schools","High","Other/alternative school","No","35.4805","-79.1602","01584"
"2019","370472002221","Brassfield Elementary","NC","Wake County Schools","Primary","Regular school","No","35.9336","-78.6288","02221"
"2019","370231000981","Brawley Middle","NC","Iredell-Statesville Schools","Middle","Regular school","No","35.5831","-80.8778","00981"
"2019","370378001976","Braxton Craven Middle","NC","Randolph County School System","Middle","Regular school","No","35.8934","-79.992","01976"
"2019","370472001836","Brentwood Elementary","NC","Wake County Schools","Primary","Regular school","No","35.83","-78.5967","01836"
"2019","370001100397","Brentwood Elementary","NC","Cumberland County Schools","Primary","Regular school","No","35.0382","-78.9832","00397"
"2019","370006802412","Brevard Academy","NC","Brevard Academy","Primary","Regular school","Yes","35.269194","-82.685369","02412"
"2019","370453001777","Brevard Elementary","NC","Transylvania County Schools","Primary","Regular school","No","35.22517","-82.722177","01777"
"2019","370453001778","Brevard High","NC","Transylvania County Schools","High","Regular school","No","35.2172","-82.7356","01778"
"2019","370453001779","Brevard Middle","NC","Transylvania County Schools","Middle","Regular school","No","35.2462","-82.7287","01779"
"2019","370472001837","Briarcliff Elementary","NC","Wake County Schools","Primary","Regular school","No","35.7691","-78.787","01837"
"2019","370297001198","Briarwood Elementary","NC","Charlotte-Mecklenburg Schools","Primary","Regular school","No","35.252","-80.7657","01198"
"2019","370004102350","Bridges Academy","NC","Bridges Academy","Other","Regular school","Yes","36.3148","-80.8849","02350"
"2019","370063003317","Bridges School","NC","Carteret County Public Schools","Other","Other/alternative school","No","34.7385","-76.7895","03317"
"2019","370331000381","Bridgeton Elementary","NC","Craven County Schools","Primary","Regular school","No","35.1546","-77.0422","00381"
"2019","370472002887","Brier Creek Elementary","NC","Wake County Schools","Primary","Regular school","No","35.9015","-78.8049","02887"
"2019","370114002664","Brier Creek Elementary","NC","Davidson County Schools","Primary","Regular school","No","35.7976","-80.0871","02664"
"2019","370192000818","Brightwood Elementary","NC","Guilford County Schools","Primary","Regular school","No","36.1479","-79.7517","00818"
"2019","370331002171","Brinson Memorial Elementary","NC","Craven County Schools","Primary","Regular school","No","35.068","-77.0175","02171"
"2019","370063002205","Broad Creek Middle","NC","Carteret County Public Schools","Middle","Regular school","No","34.7297","-76.9138","02205"
"2019","370003000196","Broadview Middle","NC","Alamance-Burlington Schools","Middle","Regular school","No","36.0875","-79.397","00196"
"2019","370256001074","Broadway Elementary","NC","Lee County Schools","Primary","Regular school","No","35.4521","-79.0528","01074"
"2019","370488001945","Brogden Middle","NC","Wayne County Public Schools","Middle","Regular school","No","35.2932","-78.0376","01945"
"2019","370126000245","Brogden Middle","NC","Durham Public Schools","Middle","Regular school","No","36.0247","-78.9093","00245"
